text,label
Going through my throat to take a lymph node from my chest.,0
"In Dec i was coughing and sick for the whole month, tired and just felt horrible.",1
So I just started on this drug over the weekend.,0
"You are facing so much right now, I hope you will find a way to nurture youself.",2
It is amazing that if we give our bodies the right amount of Nutrients and Minerals what the body can do.,0
"of what your feeling, it struck our family 1/3/11 Mom stage 4 NSCLC (Adenocarcinoma) Lung, Brain, spine & Hips.",0
Family Law Paralegel for the last 23+ years but since DX'd I've been on disability :(  Miss working!!,1
Wishing you a wonderful day and many more...,2
"Just let your Dad know how much you love him, and be there as much as you possibly can.",2
I am so sorry that you are having to deal with these issues all over again.,2
I am feeling so angry at the Doctors.,1
That is excellent news as well and I could not be happier for you.,2
I do have over an hour commute each way and of course an 8 hour day is never really 8 hours.,0
lol  Have a great weekend you all.,2
I think we do all understand the terror that can hit at different times.,2
"I am so glad , I take suppliments , l-glutimane, b-12 blast, a multi and selenium , everyday.",0
My oncologist eyes glazed over when I mentioned it.,0
I'm a 3 year survivor stage 1a adenocarcinoma lung cancer not BAC though.,0
Without a true diagnosis all I could think of is the worst case scenario.,1
Had my ultrasound today and wish I had more exciting news to report.,1
Stay in touch with us here on this site as well.,2
He will continue to improve and get stronger.,2
I just met a women that was given your stats and she is a 4 year survivor so far.,2
"I had all my surgerys at Scott & White hospital in Temple, Tex.",0
Your kids being upset is understandable as long as they aren't upset with you.,2
All this has left me in a quandry.,1
Good luck to you and keeping you in my prayers!,2
This means that they are the only ones who can test for the genes or research treatments (without their approval).,0
"If I show up as a cancer patient, they seem to have a band-aid approach, and they refer me to my oncologist.",0
His rib is very painful and we have been trying to get his meds.,1
"Now it is about 1/2 inch all over and about the color and texture it was before, about 3 months after last chemo.",0
My second son was diagnosed at age 14.,1
"I, too, am an optimist, that is why I will think positive thoughts and strength your way.",2
Been having night sweats and sleeplessness since finding out about the Breast Cancer.,1
I hope the Tarceva will knock out the little nodules from your lung and the radiation will zap the mets in the brain.,0
mother (76) being treated with chemotherapy for lung cancer.,0
I am a 57 year old woman with one child left at home.,1
Give yourself time to heal and be patient.,2
His blood counts were too low to complete the 6th one.,1
"stay connected here, i'm sure you will find help.",2
"You may be more tired the first 2 days, but strong enough to work the last 3, or the other way around.",2
"Several of my sisters, have had cysts, some have gone for repeat mammo's.",0
"Just got results of ct scan last week, 2 upper left lobe nodules, 1 lower left and 2 right middle lobe nodules.",0
"she'll be happy to have people around, but you will need to consult her on when it makes sense.",2
I think the biggest surprize I had with rads was the size of the room and that there was no closeable door.,0
I've been living with breast cancer for 24 years!,1
Well we were scared out of our wits.,1
My left lower lobe of my lung was removed.,0
Your fondest memories of her will stay with you as long as you live.,2
"I February, my husband was diagnosed with non-small cell squamous carcinoma in the upper lobe of the left lung and the bronchial tube.",1
The insurance said it was a previous condition and a pustule could become infected and kill me.,0
I was also very itchy at the site.,1
Angel Tree Food pantry in my state provides a box of food (enough for two weeks) for a small amount of money.,0
Also there are some new clinical trials coming up for sclc.,0
How the doctors found the cancer spread to the neck?,0
I have the same plan except I will not have radiation since I had a double mastectomy.,0
I am tired of being tired and sitting and resting.,1
"for a long time, everytime he saw me he warned me about my smoking.",0
My oldest daughter is on her 11th year in school to become a doctor.,0
So i was only left alone at night to sleep.,1
The chemo was so strong that it was killing him.,1
The shortness of breath when you bend over is completely natural.,2
I came home to Houston and the rest as they say is history.,0
"Which is a good thing for us, Rock glad to see your still rocking.",2
"But, depending on your type of cancer, your stage, surgeries, etc.",0
I hope you breeze through your Taxol treatments.,2
My blog got bumped back thanks to the spamster.,0
The last time I saw her I sat in her office crying about how these other two doctors just aren't listening to me.,1
She had a 10 centimeter tumor in her left lung.,0
"We make the choices on whether on not to have treatment, so if 5 weeks is all you want to do.",0
Then today I went for my Herceptin and was told to report any heart palpitations.,0
"Thank you for your update, please let us know more as you get the info!",2
"I took her to the Dr tested for viruses which came bk negative and tested her for secondhand chemo, this came back positive!",0
The doctors removed the upper lobe of her right lung.,0
Cancer left untreated will not allow me to do that.,1
Surgury to remove 2-3 inches of cancerious tissue.,0
The very serious doctor mentioned the dreaded word and I was like 'really?'.,1
"Like you, I would have preferred surgical symmetry, but my surgeon gave me pretty much the same reasoning as yours.",0
tims in a combat unit of about 4500 people and they seem to operate on their own set of rules.,0
You will begin to remember the great times that you spent together and the memory of his illness and death will start to diminish.,2
During that operation she developed a blood clot in her leg from her legs being in stirrups for several hours.,0
No rash so far but I am moisturizing like crazy to get ahead of the game.,1
I think you need to share with your co-workers the truth.,0
I'm new to site and would appreciate feedback.,0
I agree with the advise of the person who said get a binder and keep everything.,0
"I went for surgery in Nov, 2009 at a hospital that takes my ins.",0
Thanks for sharing your GOOD news with us!!,2
I know what kind of pain you are having and I am so sorry.,2
"We are all going through some hard times, some more than others.",2
It was locallized in that one area that they removed by surgery.,0
I was lucky that the lymph nodes were negative.,0
I am also having quite of bit of discomfort with my expanders.,1
"It worked fro me, perhaps it will hepl your Moms too.",0
"Don't ask me how I do it, just stubborn as a mule!",1
"Getting it done at a teaching hospital is a good idea, as they have some of the best doctors in the country.",0
"Hi, I had lung cancer in 1987 and again in 1991.",0
"He examines me very throughly manually (chest, underarm, etc.).",0
And thanks for recounting your conversation with the nurse.,0
"The path to being cancer free is long, but we will take it one step at a time and we will get through this.",2
They know what their doing all the doctors and nurses.,0
Don't get me wrong I have also got a new and great life as a survivor.,0
Most important is that you ask your mom's oncologist about it.,0
My husband was diagnosed with stage IV adenocarcinoma of the lungs with abone mets in March of 2010.,1
"I would've liked it just for piece of mind, but without doc ordering and insurance covering it, there was no way I'd get it.",0
"Having pain in chest, high blood pressure, and terrible cough.",1
They did whole brain radiation to slow the one in her brain and she was put on Tarceva (which she as a candidate for).,0
He has been diagnosed with stage IV non-small cell lung and lymph node cancer.,1
"But as you've said, the nipples have flattened somewhat and the tattooing has faded.",0
But especially for you because no one things about the caregivers and how hard,2
I ordered some tshirts from that site too and love them!,0
My wife was having problems getting enough oxygen.,1
I'm sorry that you are feeling so afraid and alone right now.,2
"You say the site helps you, well you helped me!",0
"It was fairly straight forward and other than a small tender spot that lasted for about a week, he tolerated it very well.",0
I had a large squamous cell in left lung late 2001.,0
they have given him fluid pills but they haven't worked.,0
"Congradulations ,  You did it,  Go out and enjoy life, again.",2
She has been receiving radiation for about a month now.,0
"I had the same thing, Stage 1a, BAC nsclc adenocarcinoma, upper left lobectomy 7 weeks ago today.",0
"It was in lymph nodes, on left lung, into lung, wrapped around my aorta artery and pushing against my esophogus.",0
Every scan up to the most recent showed reduction in tumor size.,0
Hi all hope you are all doing as good as you can .,2
i have invasive ductal carcinoma in both breast.,1
My second round was 2016 left breast DCIS.,0
I'm so worried and scared that something will come back.,1
I have heard that MD Anderson is one of the best in the world.,0
"His promises are true and faithful, He will not fail you.",2
Breast cancer patients are often low and low levels cause more inflamation and joint pain.,0
I had an 8.8 cm mass in my left breast.,0
At the cellular level my body messed up.,1
I saw my rad onc last week for my 6 month check-up.,0
Dr disagrees that it's side effects from the Taxotere as he uses it often and has never seen someone get dirreaha this bad.,0
you are headed on a journey and each stage of your journey you will process what has happened and what is going to happen.,2
Does anyone have any suggestions for oncologis in Las Vegas?,0
I saw this on facebook the other day.,0
I have been a smoker since age 18 as well.,0
Please try to find a new doc that is going to listen to you and try to go to bat for you,0
I had this type of cancer in Feb 2007 to the right upper and lower lobe.,0
What ever your decision is I wish your friend and uncle the best.,2
I was trying to find the book on amazon and didn't see it.,0
They pick the color and color it in.,0
Have you gotten second opinions from oncologists at other hospitals?,0
"I hope the ""group"" doesn't embarrass you too much; you know they mean well.",2
I am glad that you are doing well.,2
His parents would have been married 50 years last November.,1
The urologist wants me to have x rays of my kidneys bacause we haven't done those in awhile.,0
"This seems the only way that I can get true,honest facts on different treatments, so,thanks again.",0
I guess I dont struggle with the why me?,0
this lead to tests that showed  three enlarged lymph nodes.,0
Will my dad need care 24/7 for a while?,0
"Her hair was reddish-gray, wavy, and past her shoulders!",0
I have experience with adriamycin but not with the 24 hour pump.,0
What I don't want is to wait to late.,1
"One day at a time , sometimes one hour at a time.",2
"I am Caucasian, and I know it is supposed to help my hair type.",0
Somehow that jiggled the catheter just enough to do the trick.,0
I never lost my eyebrows or eyelashes through A/C or Taxol w/Herceptin.,0
"I felt if cancer didn't kill me, anxiety attacks would.",1
We are also here to get you through it.,2
"BUT, I worry that this expander might get in the way of the radiation.",1
I am happy for you that you received encouraging news from the doc on your dad.,2
The expectations and anxieties are worse than the actual surgery.I left the hospital the next day.,1
"in my prayers , your courage and positive attitude are an inspiration ",2
I need to apologize to the ice cream.,0
I used to do 30 and then dance another half hour before chemo.,0
"Although, in the back of my mind I worry about my daugther.",1
I had my last of 16 chemo treatments on 12/16.,0
"That was 2 years ago, so now she is ready to move and spread out…",0
I was very emotionally moved by the experience and met some great people.,1
I have watched people beat it and I have watched people die from it.,1
"I hope you enjoy, but as for me, oysters, yuk!",0
He said they tug and pull on him when they clean him up and it hurts.,1
i make 15 cents more a hour and i live alone.,1
"Hi there, my father is considering surgery for his nsclc after going through chemo and getting 75% shrinkage of his tumor.",0
"At age 67, I was diagnosed with nsclc, stage 3a.",1
Gives new meaning to lab work (sorry just couldn't resist),0
I hope that someday you will share your story.,2
"Geez, aren't I nice to spare you of that?",0
Just know that we are here for you and praying.,2
My husband had his entire left lung removed.,0
Is this normal or should I be worried that there is more going on?,1
Our city was/is located in the Mojave Desert.,0
I was diagnosed with Stage IIA lung cancer.,1
Take care and keep me updated on your progress.,2
"i just never liked putting anything i didn't have to into my body, but i guess i can forget that now anyway.",1
I have been vy concerned about the cosmetics and found her options even worse.,1
My surgeon is recommending surgery to remove the upper left lobe.,0
We will miss you and wait for you.,2
I am 57 with adult children and grandchildren and am not wanting to worry them.,1
"Perhaps, you should check with another oncologist, just to be sure.",0
I chose to have bilateral mastectomy with reconstruction.,0
I just tried to catch cat naps whenever I could.,0
The low grade fever did not go away for 8 days.,1
"I was diagnose almost 9 years ago, doing great!!!!",0
Well low and behold I had a regular old period about one week ago.,0
"Awwww Pammy, thanks for sharing your sweet story!",0
There are so many options other than surgery.,0
Just know that we will help you thru anything!,2
she will fight and win and so will you!,2
I always gained so much hope and encouragement for you all and it breaks my heart to have to be reporting her reoccurance.,1
"Talk to your doctor, you should not have to go through this like you are.",2
I am thinking about going to support group.,2
Feel free to message me if you have any questions.,2
You may want to discuss clinical trials with your Doctor.,0
Watching her die is what scared the heck out me.,1
I was diagnosed with breast CAon the left side .,1
Another bright light glowing in Florida for all my sisters.,2
I had posted about Arimidex causing me problems with my feet and legs swelling.,0
It's good to read your very good news!,2
I will continue to keep you in my thoughts and prayers.,2
"I hate cancer and I sure hate what it has done to good people, like you.",1
It is offered to folks that can't have more surgery.,0
Some people have used these supplements in lieu of chemo.,0
Blurry and sometimes sees a hump on flat surface.,0
hope you feel better after this treatment tomorrow.,2
"Don't give up,  I'm sure you and your mom will find a good oncologist in your area.",2
I was on a low dosage of medication for awhile and then quit as I thought I could handle it myself.,1
Show him all the love that you have for him.,2
"she is so weak and shaky, we have to crush her pills for her to swallow and has thrush down her throat.",1
Did your onco tell you in months or years how much chemo would add?,0
But it sure is not coming off they way it went on.,0
My radiation doctor sent me to a physical therapist.,0
"I love the grand ones, they are such a blessing!!!",0
"The friends on here are a big encouragement , there's always someone who's been there/done that.",2
"Like all the other ladies here, I say the same thing.",0
She said this one hour before my bilateral mastectomy.,0
My tumors are still shrinking and I am enjoying my life to my fullest capacity.,0
"Truth be told, I have never even watched a movie in our DVD player, I don't know how!",0
So there is a problem with this type of cancer reappearing?,0
Many will assume you were a smoker and did it to yourself.,0
I'm not sure the 5 year old or even the 10 year old understood exactly.,0
I admire that you can make such a decision.,2
I had a painful left breast (not a palpable lump).,1
"Keep those ""well meaning"" hugs to yourself!",2
I have had a lumpectomy on my left side and a mastectomy on my left side.,0
His throat is sore and hard to swallow.,0
The PET and CT scans revealed a medium-size cancerous tumor in the left lung.,0
has anyone had the chemo first and so much for such small tumors?,0
"Hi Mel, I have been on arimidex for almost 3 mos.",0
Kindof like putting money in a fund then realizing that there is no money there.,0
"Has anyone experienced this, for how long and what can be done.",1
I got really sick starting about 30 min to an hour after treatment.,1
"One reason not to do the DIEP is that it is much more complicated surgery, I was in surgery for 17 hours!",0
My boyfriend has NSCLC with brain mets and had 3 weeks of whole brain radiation and experienced little to no side effects.,0
"The waiting is not easy, but it is necessary.",0
I quit smoking after 35 years on 5-4-09 before beginning my anal cancer treatment.,0
"I'd like to believe the lesions are not aggressive but the pathology report says ""infilftrating"" and ""invasive"".",1
Years after left mastectomy with node removal and left frozen shoulder.,0
Fill this hole with loving memories and find peace.,2
"severe headaches, nausea and vomiting, numbness on the left side of her face and slight drooping.",1
Don't anyone else try this unless you are a professional.,0
I said yes for another 18 mths or so.,0
Saw him last Wed and forgot to ask.,0
Thank you so much for sending the lovely plant.,0
"If you have any ""gut"" feelings regarding the pain you've experienced, I'd  ask for an MRI, or something conclusive.",0
Just thought I would let everyone here know that she passed away last night.,1
Share those memories with another and you will feel the presence.,2
All I knew about cancer when I was first diagnosed was that people died from it and that's not very settling.,1
Now having hematoma's popping up the size of eggs.,0
"My lack of understanding at the time, thought lymphedema to be nothing more then swelling.",0
During chemo I had mouth sores and extreme shortness of breath and chest pain and fatigue.,1
As I write this subject I feel sick.,1
She is a great mom and will not give up.,1
I would like to touch base with you and yours.,0
I was living in Oregon and started being unable to breath.,1
I tend to be awake in the middle of the night too.,1
It also helped to keep mouth sores minimal.,0
I was diagnosed 7/08 with stage iv lung cancer due to one metastatic site in some lymph nodes under my arm.,1
My mom also is your age with cancer.,1
Mom died of Breast cancer when I was 16.,1
You need a team of doctors you can trust.,0
She isn't handling it too well mentally though.,1
She is sad that she didn't personally get to know her dad but she does know all about him through pictures and stories.,1
We are praying that all will work and I can get better.,1
The side effects were terrible and I couldn't breathe.,1
I hadn't received a copy of my lab results the first time around.,0
"Hey, When I was on Taxotere everything tasted like salt.",0
It finally showed up after 9 months of repeated pet scans.,0
heard the call on pa for fast response team.,0
His blood cells got low and worked their way back up again and everyday got a little better.,0
"If the neupogen isn't working, maybe Neulasta would work better.",0
Just being able to share the experience with someone with a similar diagnosis would be  welcome.,0
Glad to hear you had a weekend getaway.,2
I think you can find some info on www.mayoclinic.com/health/myelofibrosis/ds00886.,0
I go to curves 3 times a week.,0
"Well, in my experience they were only here 2 times.",0
So sorry for yours and your mother's loss.,2
It would really make me happy if someone out there would write to me about their battle with these horrible sickness.,1
"The only thing with wearing it without a gauntlet or glove, is it may cause fluid build-up in your hand or fingers.",0
Funny how it starts right up after treatment and is gone in a week!,0
"Does ""pallitive"" fall into the let's slow  it down type.",0
Make the best of the time you have and Laugh and do as much as possible with all your family while you can.,2
"Ask for help, involve the people that you love and trust and by all means CRY, CRY, CRY!",2
I think any of us can understand that chemo can thorugh off the timing of anything.,2
I still have eyebrows and eyelashes and I have to shave my legs.,0
They're supposed to grow old together and see their children grow up.,1
I forgot that some DQ's have chocolate ice cream!,0
Stop reading horror stories and enjoy life with her.,2
I was first diagnosed in 1994 at age 34.,1
I'm so glad you're not having side effects.,2
Thank you for sharing the good news of our Saviors birth!,2
"You have our prayers, May  God be with you and your surgeons, update when you can, we care",2
don't let someone else's negativity get you down!,2
My brother has been on Iressa for several months.,0
This knocked any bit of life out of him!,1
My mom also has stage IV lung cancer which recently mets.,1
"whatever you decide to do, I'm sure it will be the right decision for you.",2
I'm not sure what I have is better or worse than stage 4 breast cancer.,1
"If you have concerns, speak to your doctor about the risks.",0
The incision and surrounding skin were very RED.,0
His incession is 4 inches wide and it goes from his rectum all the way up to his stomach.,0
My mammo was 10/14 and everything happened then thru the end of November.,0
"Keep wearing a tight bra support, even to bed.",0
Your short temper is definitely due to frustration with not being able to do all the things you are used to doing.,2
I said a prayer at ash wednesday services last night for you and will keep you in my prayers.,2
"He had the one scan in January 2011, that was a diagnostic tool and they paid for it.",0
Such a decision when you are already a wreck is tough.,1
My mother did not have it at all.,0
We lose way too many wonderful souls to this awful disease.,1
"I honestly don't know what to tell him, because I know how difficult it is to keep having set backs.",1
She spoke with the doctors doing the study.,0
"to a bigger town to a cancer center,  there are probally several onocolgist there.",0
"But I get your situation, lumpectomy, clean margins, HER2-, No BRCA gene.",0
This is so not like me and I hate feeling like this.,1
"I love it, the yellow lab looks just like one of mine.",0
"hello, sorry you are here , BUT you are still HERE!",2
"I hope you had a wonderful day and I wish you many, many more!",2
there's a special section there on Her2/ recurrence,0
In the mean time I feel like I am losing time.,1
I had my lower left lobe and a wedge of upper left lobe and lymph nodes removed on 8/5/2013.,0
"Let it do it's job, killing the cancer.",2
Do you know any additional information about squamous cell carcinoma specifically in the lung?,0
My eyelashes are coming back in very slowly.,0
"I have cancer non invasive in the one duct, My mother had breast ca.",0
It burned for about the first half hour as meds were going in.,0
I just completed all my treatments for the lung cancer.,0
My DX was similar to you except I am grade 3 and my margins were not clear.,0
"Anyway, after the doctor marked my breast, they said the next time I would get the ""tattoos"" after all the planning was completed.",0
"like the others have said, this is all very normal.",2
"Thank you for taking the time to let us all know that  you are home again, and how everything went.",2
Thanks to all for sharing all the useful info.,0
"Surgeon ordered an ultrasound , it was not a lymph node in the groin but rather scar tissue.",0
"The site is definitely having problems, and do wish they would look into it at ACS.",0
"I worked in a hospital while I had them, went to dinner and traveled with them.",0
I'll be with you Monday and praying for the best!,2
"My guy and I have not gone to any of our reunions, lets see it has been 35 years for us.",0
"they were all fairly small spots, but they were scattered.",0
wow would love a month long road trip!,0
Glad you believe in miracles cause we all know God can do this.,2
He advised us to wait 2 months and do a PET scan which will show activity within the tumor should it still be there.,0
The size was 3 cm x 2 cm and there was no other places.,0
"(3/10/10) When I was first diagnosed, I didn't know what to think or how I should feel.",1
"I believe, that we all have something to fight for and life is the greatest of all.",2
"I was told today, I can get a 30 day authorization for bedside visits.",0
"I am stage 1b, lymph nodes were negative.",0
"same thing eat chocolate first , Enjoy!",2
he told me yesterday he still goes with this diagnosis that it is lung cancer.,0
My watery eyes lasted until my eyelashes grew back.,0
I had my left upper lobe removed on July 7 and all path tests came back clean.,0
I was diagnosed January 2007 with NSCLC and had my left upper lobe removed on February 13.,1
I think all that is left is tamoxifen.,0
Well other than I'm in the Black Hills area.,0
"I wish I could be of more help, but I don't know anything about those drugs.",0
I have to open it with my left hand.,0
I am having problems with memory while in remission.,1
I'm going for that trip around the block now!,0
Always good to have humor in the day.,2
"Hi,  I am taking docetaxel for my 4, 5, 6th chemos.",0
You have already been diagnosed with COPD bad enough to need an inhaler.,2
He said my general  health is good and my blood counts are good so there is no reason I cannot color my hair.,0
It is good to know I'm not alone and there are people I can talk with while I fight this thing.,0
"Besides those two spots there are rice size spots in the left lung and a spot on my right rib, right under my breast.",0
I always get lifted by emails and/or calls from my children.,0
"If so, are you also adeno stage 4 and what treatment are you on?",0
Unfortunately the CT scan my husband had before surgery showed a mass in my husband's left lung.,1
"It was in my left breast, all left lymph nodes were positive, inner mammery node and supraclavicular node.",0
I love my port and use it for everything.,0
You may also want to do a search on the cancer.org homepage for Iressa to learn more about the drug.,0
She has one large in her left lung and two small in her right.,0
I would be happy to exchange email addresses with you.,2
I am now getting Taxol and Herceptin weekly.,0
He says it simply tells them what type of treatmen will be required initially.,0
"I had a upper left Lobectomy , may 5th 2017.",0
Just had an upper left lobe lobectomy on January 3.,0
Welcome to the csn website though I am sorry for the necessity that brings you here.,2
"The results came back as squamous cell carcinoma , in the lung.",0
you know i will be anxiously awaiting news and hoping for only the best possible.,1
Sorry to hear that you have to wait until Friday.,2
I'm not sure why no one has replied yet but.......,0
"I didnt feel so guilty, he had less pressure, and I got to visit with my friends.",0
Sounds like you've had a rough couple of months.,2
I hope for her sake she is right.,2
"In this dawning era of molecular medicine, surgeons and pathologists are playing a more pivotal role in cancer medicine.",0
I don't know a whole lot about all of this.,0
"Stay strong, and know that you were loved.",2
"I hate to be a wet noodle here toni, but I have a bone met and thats exactly how I found it.",1
"Hello, I found your post after reasearching of lower left lobe.",0
His onc nurse called right away and wants us to come in for blood work tomorrow.,0
I pray for her mental health and I also pray she stays away from this site for good.,2
I want to wish everyone good health and happy thanksgiving.,2
Are there any long term stage I inoperable lung cancer survivors out there.,0
tended to throw up if i just stood close to my kids when they threw up!,0
I had a hysterectomy several years ago including removal of ovaries.,0
this may not be the case but just thought I would bring it to your attention.,0
my dad was just diagnosed with lung cancer e-mail at EMAIL.,1
"Hopefully, they'll come up with something better by then.",2
So the first thing they did was put him on oxygen.,0
"Stay positive, keep moving forward, let your family help you.",2
"I'm late to this thread, but think it's an interesting question.",0
My husband also had the malignant pleural effusion.,0
Discussing it with others in the same spot would be wonderful!!!,2
Ten weeks after treatment I still have 24 hour headaches .,1
I hope the person in Iowa likes it when she gets it.,2
There is nothing like the taste of a fresh home grown pineapple!,0
Thank you for your kind words and support!,0
"Two strong antibiotics, pathetic doctors and still coughing.",1
Things he used to like he turns his nose up.,0
"I had my last A/C treatment last week, I will be starting taxol next week.",0
I hope you get well and survive for a very long time.,2
my reduction was from cisplaten but the side effects were long lasting today.,0
You canNOT be treated like they were doing you.,2
It has been ten days shy of a year from my bmx w/no reconstruction.,0
It is true that now your sister is pain free.,2
"My prayers will be with you also Bill, Cindy and Patrick",2
The Oncologists at VCI are very optimistic of a cure.,0
Your letter has helped give me hope and i cant thank you enough.,0
I use to get so scared I'd shake.,1
i waited a few days and the log-in page came up but said : 'Access Denied'.,0
I'm curisous as to what was your age at diagnosis.,0
Knowing about how the fatigue was delayed gives me a little hope.,0
Exray showed a fist sized mass in left lung.,0
Will this air pocket go to my brain?,0
I know it is a follow up but I get so nervous and sick to my stomach.,1
I am so happy to hear the wonderful news about your Father!,2
There is a thin fuzz around the head.,0
"I cannot imagine living the rest of my life this way, I am sick to my stomach every day.",1
My Mom had ovarian cancer too at age of 82.,1
My doctors would opt to do everything possible to eradicate it.,0
This may be a bit long winded but I will do my best to make it specific and short.,0
It costs about $400.00 (at least for the test run by Dana Farber in Boston) my insurance company covered the expense.,0
"They had me evaluated with a battery of tests to determine my oxygen level and possible causes, besides just the cancer and surgery.",0
Henry Ford Hospital bought a Laser called Visualase.,0
I will keep you in my prayers that this chemo is very effective.,2
the acs usually has people who will help you with getting to appts and help like that.,0
We have done one CT guided biopsy which came back benign.,0
I am scared any one give me hope,1
The wonderful women on this site helped me tremendously.,0
"So, that stained glass picture made them take them away?",0
We all are strong and stand strong together!,2
Keep positive and let me know if I can be of any help.,2
I had my gall bladder removed four years ago.,0
You are going to be a fantastic role model for your students and colleagues alike.,2
Her blood work was fine per oncologist but I know she really had a first rough week.,1
Its possible that he needs to be oN a higher dose of steroids.,0
"Pammalamadingdong nope if her Boob is a problem, this would probably cause domestic strife, too.",0
Make sure you use the alcohol free mouth wash.,0
Anyone out there heard of lung cancer with muscle metastasis?,0
"I would ask an independant oncologist from a cancer center,  Well good luck and hope I have not alarmed you but have helped you.",0
Do you feel us pushing you and cheering for you at the end of the tunnel!~@!,2
remembering things seriiously damn chemo brain!!,1
"Over the past few weeks, he has become increasingly confused, extremely malnourished, and weak to extent where he is unable to walk.",1
"As I mentioned before, this website is incredible.",0
I've been going back and forth with her to the doctors for 3 months.,0
Is there anything they can do to help get these drugs out of her stomach and into her intestines?,0
You have every right to be mad as heck!,2
Have your doctors mentioned clinical trials to you.,0
"I will bite the bullet and request the ""special"" seating if I need it.",0
"I was then changed to carboplatnum, vp-16 and taxol , again three 9 hour day cycles.",0
"If so, they use contrast dye towards the end of the procedure.",0
When you start to get better it is so slow you hardly realize the change.,2
I always wonder about stupid comments and questions we have to face.,0
It also helps with your lab work before each chemo session.,0
i wish the very best for you and your dad and will pray all works out.,2
"I had similar treatment about a year ago, I was in pretty much awesome physical shape when diagnosed (other than the obvious!",0
"Love the short hair, and your boobs look amazing.",0
I've been using my 'bong' clear apparatus several times each hour to,0
I was diagnosed the end of last week with 3a NSCLC Squamous Cell Carcinoma.,0
She was diagnosed on April 9th while being 26 weeks pregnant.,1
"I just finished my 4th and final Chemo treatment today, so hopefully I won't have to be bothered with this much longer.",1
The radiation can be triangulated so that it primarily harms the cancer cells without harming nearby tissue.,0
This will not destroy me I WILL BEAT THIS!,1
"The news came back good,no critter in lymph nodes!",0
I feel taking evening primrose and black cohosh is like been on the HRT pill,0
Thanks for all the comments and well wishes.,0
"I actually looked forward to my Taxol ,it was a good seven hour escape from home!!!",0
"After I get back to feeling better, I will go back to working again, somewhere.",1
"Well, I had my appointment today and it was much better than expected.",0
My first A/C chemo knocked me right off my feet.,1
"In many ways you are still you, but you have to learn to be a new you.",2
A follow up x-ray showed something suspicious which led to identifying my stage 3A NSCLC in my left lung in Dec. 2004.,0
"Before I throw my oncologist under the bus, I'll reach out to my surgeon to see if this is going to be our protocol.",1
I use one in my bra when I need too.,0
He had a seizure and that's when we discovered that he had a brain tumor that was caused by the lung cancer.,0
This will help you gain back your strength and your well-being.,2
what a nice ornament surprise you received today.,2
"Sometimes, it just feels like they are in slow motion and i just want to run, run, run.",1
Pretending to be happy and saying nothing is a dangerous journey.,1
They just knock them down when they come up.,0
put a big ol' smile on my face!,1
"Patients with advanced cancer-stage four, are not offered that option.",0
"I walked for an hour this morning, so my legs and feet are limbered up!",1
He gets very tired but still can walk around and go places.,0
It will probably be CMF or Taxol then.,0
Please dont give up the fact you can and will survive this.,2
"Many, many new sisters, anxiety about aches and pains, new scans, MRIs, first chemo treatments, hair falling out...",2
there are always bumps and left turns and unexpected surprises.,2
"I know how hard all of this is, Keep us posted.",2
I am getting really hungry and hate this feeling.,1
I had some nodules show up on my later CAT scans that haven't grown or changed.,0
"Saturday morning was spent at the Chocolate Spa with Chocolate facials, chocolate soaks, and chocolate massages.",0
they will reevaluate this at the next appointment.,0
"I have had very few side effects from it, as did my mom (also a breast cancer warrior).",0
"I hope and pray that you all are doing great and enjoying the warm weather, depending on where you live.",2
I can't believe that cost or that there is only one lab in the US handling this.,0
"No, I just get sweaty and then cold.",0
You need to do what you feel is best for you.,2
"I said would it be faster to get in if he were treated there and she said no, wouldn't matter.",0
I was very lucky to have a wonderful surgeon.,0
I believe that you are not getting the help from your Mom's doctors that she needs and deserves.,2
Thanks for bringing up this subject as it has been a concern for me.,0
After her first round of treatment she said she felt fine and did not want to go any more.,0
I am A Nanna and was told I have swmall-cell lung cancer back in March.,1
"From another of your entries, I think you are here in Michigan.",0
This was not what I wanted but so much better than I expected.,0
It is so sad to hear news like this.,1
"It is alot cooler, and for me, nowadays, that is a good thing!!",0
I would like to know how your husband handles the taxotere.,0
A second opinion is good and it can help you to decide exactly what treatment you will do.,0
I needed blood drawn and decided to get it done at the little satellite clinic rather than drive 20 miles to the regular clinic.,0
I threw some of the BEST pity parties!!!,0
My nails took 4-6 months to grow out.,0
Luckily here doctors accept Medicare as full payment.,0
Lymph nodes were taken out of my left arm.,0
I am alive and will not let this crap beat me!,1
It helps to get your mouth regulated sooner.,0
Have you been offered anyother treatment besides chemo?,0
Sending all best wishes sure you will sail through it.,2
I would like to get an advise of what I need to take or to do.,0
I am feeling some in my left hip now.,0
So there is hope out there and just keep the faith and don't forget to breath!!,2
You may want to make an appt with the social worker so you can vent your frustrations.,2
"Thanx so much Family, Gamma Knife went well, older GF showed great success I found out on the other tumors, and body is NED.",0
I want to thank everyone for all there support and i will fight this and beat this AGAIN.....,0
"He's 75, non-smoker for the last 20 years, daily walker and healthy by all accounts.",1
"My father has non-small cell cancer and he begins chemo this week, we are so scared, he almost can't breath.",1
"I could see myself knocking down lab equipment , too funny!",1
"The MO that I chose, and still see, said at the time that I did need chemo because of the HRT.",0
then they said the problems were from NOT taking the steroids!,0
Congrats to you Debi that is excellent news.,2
i will let u know as soon as I hear anything thanks so much,0
